text,target
الله يشافيك اختي مايكون باس,1
الله يرحمها ويغفر لها يارب,1
عيب ندخلو فالخصوصات ,0
الله يتقبل اجرك في امان الله ,1
اسيدي مسامحينك,1
عيب تضحك علي خلق الله قلة أدب,0
ضحكتني,1
بصحتك,1
اوا الحمد لله,1
لٱ حول ولا قوة يارب تلطف الخبث و الإجرام,0
انا معاك خويا العزيز,1
ها علاش تركيا قوية و مزدهرة,1
الله اكثر خيركم,1
الله ازين الصنعة,1
تفكروا ناس الخير فحياتكم و لو برحمة ,1
 اللهم آمين خويا شكرا ,1
 مافيها باس و كوليها يدعي معاك ,1
 الله يكون معاه دريويش ,1
 كلشي موجود الحمد لله و أنت كيف الحال ,1
 لا غير ضاحكين ,1
 نتايا مكلخ,0
 في رأيي مبادرة مزيانة ,1
 يا ربي آمين أنا وياك خويا ,1
 الله يعمرها دار,1
 ظرافات ولد الناس عزيز علينا و الله شاهد,1
 الله ينجيك و يبارك فيك خويا عمر شكرا جزيلا ,1
 يرحب بيك الخير خويا لعزيز شكرا ,1
إلى اللقاء دوزوا بخير ,1
 انا مغربي مائة في المائة اخي غير ضاحكين ,1
الطموح هو ما تخليش فرحتك باللي حققتي اليوم تنسيك في واجباتك ديال غدا إن شاء الله ,1
تحية للي كان فالبال و مازال ,1
 لا بصح نيت كاين اللي يستاهلو ,1
 و يحفظك ليا و ينجيك خويا محمد ,1
 الله يبارك فيك آلعزيز تفكرتينا ,1
 الله يعطيك الصحة و الخير ,1
يسعد مساكم ,1
 هذا هو لكلام الواجب درناه ,1
 و نعم بالله و خليك معانا على وجه الله آوجه الله ,1
 شرح معقول و منطقي راك فرحان ,1
 الله يخلف عليك ,1
 العفو خويا انا ما قلتش العكس ,1
 متافقين ,1
 للأسف الشديد تخصصي ماشي بيطري ,0
 الله اكمل عليكم بخير ان شاء الله و يفرحكم و يصلح الوليدات يارب,1
 امين يفرحك و تحققي كاع متمنيتي ان شاء الله ,1
 الله يعزك و يوفقك خاي ياسر كل الامتنان لك صديقي ,1
 وانت اعز صديقة فهاد الفضاء صريحة وواضحة ,1
 انها الشخص المناسب جدا ,1
 هو زوين اكون شوية داللعب المتعة كاين تما ,1
 الله احفظك خويا ,1
العز اخويا شكرا ,1
 اذن المشكل مشكل ثقافة في الاساس ثقافة الحوار ثقافة تقبل الاخر ثقافة التعايش حتى ثقافة الحب ناقصة عندنا,0
 مصيبة هادي,0
هادي متفق معاه ,1
 غا ضاحكين,1
 اللهم امين الله يجازيك بخير امامنا كنت محتاج هاد الدفيعة ,1
 مقتنع بهاد الفكرة ,1
 و لا اروع بزيرو درهم ,1
 بلاش منو هاد الكادو ندمتونا,0
 ها الصح الله يعطيك الصحة فكرة زوينة ,1
 الله اعزك شكرا على المساعدة,1
 للاسف الشديد لقد حاولت جاهدا واخا مربحناش و لكن المهم هو المشاركة ,0
صباح الخير الفياق بكري قد يكون احيانا جيد واخا ماشي ديما,1
 اللهم امين نضحكو و نشطو هنا هذا هو المهم,1
 غنمشي نشوف شكرا تحياتي ,1
 حامض,0
 نشوفو شي وقت ان شاء الله راك عزيز أخي,1
 غا ضاحك معاك ,1
 وجهة نظر تحترم انا مازال كنقلب على شي واحد تعطيني تعريف حقيقي ملموس لهاد مصطلح وطن ,1
 زادت على القياس عبودية ماشي غا تبعية,0
 على سلامتك خويا الدنيا مراحل و فصول,1
 الله يرحمو مسكين,1
 فكرتيني فيه الله يفكرك فالشهادة نسيت كاع درك العشا,1
 معتبر نفسك صاحب حق و أنت غارق في جهلك,0
 شوية و تبان على حقيقتك الوسخة,0
سامو من الناس اللي نجحوا فحياتهم و مشاو بسرعة ,1
 الحكرة خايبة لكن كما تدين تدان,0
 شفتي نيتك ناقصة ,0
 الكلام الموزون ماشاء الله,1
 الله يخليها ليك,1
 معلوم هانية الى خسرتيها على راسك و لا على شي ناس عزاز,1
رجاء اليوم الفوز ديالكم من دون شك تواضع كبير منك هذا ,1
 غير كنضحك معاك العفو,1
 احتراماتي لبحال هاد الرجالة الكبار,1
 الله يشافي و يعافي,1
 الله يرضى عليك,1
 الله يهدي الجميع,1
أهلا صديقي وا فين غبورك,1
 الله يخفف ما نزل و يلطف,1
الواحد هو اللي يسافر و يتبرع و يبدل الجو ,1
 الله يخفف ما نزل و يصبركم,1
 الله يشافيك حتى انت خويا,1
 ما بقاش يحشم,0
صباحكم مبروك,1
 غير كنضحك عارف اللي كاين,1
 سيري أ سعاد الله يفرحك,1
 كتموت على الرديلة انت,0
و الله الى عندك الحق سير عالله,1
 الله يرضى عليك أ ولدي,1
 امين الحاج و الله يحفظ ليك وليداتك,1
 الله يهدي ما خلق,1
 الله يقبل,1
 الحضارة ديال بالصح,1
ينعل بوها كرة فهاد البلاد,0
الله يهديه,1
 بناتي كيحماقو عليهم علاش الله أعلم,1
صباح النور الناس العزاز,1
 الله يعاونك على مشاغلك ,1
 هاد الناس واعرين و بزاف,1
 الله يخلف,1
 ربي كبير الحمد لله على كل حال,1
 الله يشافي و يعافي ,1
كاين اللي لا زين لا أخلاق,0
 مابقى لا احترام لاوالو,0
الله يحفظه و يخليه ليه ,1
 فلوس حرام ,0
 كنت غادي نعس ولكن فرحة مان يونايتد جعلتيني لا اشغر بنوم ,1
كاينة واحد فئة من جماهير ريال العربية قمة الحقد والكراهية ولا يعرفون ان كرة القدم مرة لك ومرة عليك ,0
قلت ليكم ان بارصا فريق ضعيف جدا جدا,0
 ريتم الوداد مرتفع بزاف ,1
 قهرتنا غير ببلاغات,0
عمرني شفت بارصا تلعب بهذا اسلوب حقير فقير,0
 ختي انا اسف تصبحون على الخير واقسم اني لن اقول كلمة بعد الان تحياتي ,1
 نتا ماشي راجل محترم وغير جدير بالإحترام,0
 كورة ساهلة,1
 نتا ماشي رجل من كلام باينة كاع مامربي,0
 ديما جمهور ردجا كدير كوارث,0
 تعالى ياحبيبي تعالى,1
 مزيان ياجميل,1
 عزيز عليا صبر,1
 خاصك يكون عندك صبر راها المفاجأة,1
 بشفاء العاجل ان شاءالله,1
 مرحبا بيك,1
 رجل معقول هذا ,1
 حقد والكراهية لكاينة هنا سلامة واصافي,0
 الحقد والكراهية بنت حرام,0
 تحكيم المغربي فاسد وظالم فحق الوداد فقط,0
مزيان,1
 حمدلله عالسلامة اختي,1
 اللهم آمين اختاه الليحفطك ينجيك من شر الخلق,1
ظلم بلاد كحلة ,0
 بحكم المعرفة ديال يمكن ليك تشد القران الكريم وتقرا ما شاء الله وها نتا بخير وصحة وعافية ان شاءالله لا تقترب من اصحاب النفوس ضعيفة,1
 لا اتفق معك الشعب المغربي ماشي القطيع,0
 بعكس انا اكن لك كل الاحترام والتقدير لشخصك,1
 الله يحفظها ليكم اخاي حمزة,1
 انا كنحب الخير لجميع الانسانية احب سلام ,1
 فاش تشوف هذا فرحة كاملة اعلم ان الدي امامك انسان ناجح,1
 زوين الله ,1
 مستوى ضعيف بزاف ,0
 لاعبين ضعاف بشكل لا يصدق,0
 والله كثرة علينا الفضائح هذه ايام,0
 صافي مبروك عليكم نابغة,1
 مشكلة كبيرة يسحاب ليه داكشي غادي يمر بدون حساب اليوم القيامة,0
 اول مرة اتفق معك جيد جيد,1
 زعما راك استاذ خاص تغريدات ديالك تكون القمة في اخلاق,0
 هانية اخويا اشرف غير ضاحكين حمدلله,1
 احبك فالله ,1
 والله العظيم هذا الولاية الشوهة ديال بصح ,0
 ظلم هذا,0
 مصيبة هذا البلاد والله,0
 للاسف ملعب خيب بزاف,0
 هذا بنت كتعجبني طبيعية بزاف ,1
 نقرا هذا كتاب نمرض اخاي بكل صراحة القمة البؤس والشقاء مع كتاب ,0
 ابتسامة عريضة ماشاء الله الله يفرحك ازين,1
 المنكر هذا ,0
 طريقة باش طاح مضحكة للغاية حكم ياسلام ,1
 الفقراء ليهم الله اخاي,1
 دم المغربي اصبح رخيص,0
 يحبك الخير ابنتي العزيزة,1
 الناس السوس طيبين ,1
 الله يعلم من قتلها الله يأخذ فيه الحق,0
 حمدلله باقي قادر نضحك الناس,1
 بوطيب لاعب جيد ,1
 بشفاء العاجل اخي,1
 بصحتك ابنت عمي بدوام الصحة والعافية وكل عام وانتي بالف خير,1
 الله سترنا اختي,1
 وياه اتفق بشدة,1
بصحتكم,1
 تخربيق اصافي,0
 بنت زينة بعقلها ماشاء الله عليها ,1
 المعروف عليكم تخلويظ من الزمان هذا تأجيل كله فصالح ديالكم,0
 ايها كافر فاسق ,0
 قناة مريضة ,0
 الناس في القرن واحد والعشرين باقين تصدقو هذا الخرافات والأساطير,0
